cluster_id	questions	answers
		https://en.wikipedia.org/wiki/ukraine
		https://en.wikipedia.org/wiki/poland
cluster-2896	name three countries in north america?	https://en.wikipedia.org/wiki/canada
		https://en.wikipedia.org/wiki/united_states
		https://en.wikipedia.org/wiki/mexico
cluster-943	who is the 2009 king of thailand?	https://en.wikipedia.org/wiki/bhumibol_adulyadej
cluster-3233	what is john edwards wife name?	https://en.wikipedia.org/wiki/elizabeth_edwards
cluster-1420	who is john quinsy adams wife?	https://en.wikipedia.org/wiki/louisa_adams
cluster-311	when did robert burns marry jean?	1788-08-05
cluster-796	county in oregon with biggest population?	https://en.wikipedia.org/wiki/multnomah_county,_oregon
cluster-654	what is the capital of maryland and delaware?	https://en.wikipedia.org/wiki/annapolis,_maryland
	what are the capitols of maryland and delaware?	https://en.wikipedia.org/wiki/dover,_delaware
cluster-858	what is mark deans birthday?	1957-03-02
cluster-1943	what hospital did john steinbeck die in?	
cluster-2353	which sea separates russia and alaska?	https://en.wikipedia.org/wiki/bering_sea
cluster-542	what are the five largest cities in new mexico?	https://en.wikipedia.org/wiki/santa_fe,_new_mexico
	when was mark dean the computer guy born?	https://en.wikipedia.org/wiki/las_cruces,_new_mexico
		https://en.wikipedia.org/wiki/rio_rancho,_new_mexico
		https://en.wikipedia.org/wiki/roswell,_new_mexico
		https://en.wikipedia.org/wiki/albuquerque,_new_mexico
cluster-2335	what is the population of bakersfield in 2009?	324,463
cluster-1574	river that borders texas to the west?	https://en.wikipedia.org/wiki/rio_grande
cluster-98	who was the first female pharaoh?	https://en.wikipedia.org/wiki/hatshepsut
cluster-956	when was ashley tisdale parents born?	
cluster-1403	tell me eli whitneys mothers name?	elizabeth fay
cluster-2296	when did frederick mikinley die?	1961-02-21
cluster-1992	which country is both asia and africa?	https://en.wikipedia.org/wiki/egypt
cluster-1343	when and where was laurie halse anderson born?	https://en.wikipedia.org/wiki/potsdam,_new_york
		1961-10-23
cluster-3919	what changed when carl sandburg died?	
cluster-2991	actor who played the role of mr harman the caretaker in are you being served?	https://en.wikipedia.org/wiki/arthur_english
cluster-2782	what is the largest city in the superior region of wisconsin?	https://en.wikipedia.org/wiki/superior,_wisconsin
cluster-3474	when was the declaration of independence start in brazil?	1822-09-07
cluster-2328	who was elected as the fist african american president?	https://en.wikipedia.org/wiki/barack_obama
cluster-2935	what is the river of northern india?	https://en.wikipedia.org/wiki/ganges
cluster-1587	what highschool did karen cushman attend?	
cluster-2571	who is the team captain of the mets?	https://en.wikipedia.org/wiki/david_wright
cluster-300	who was the first lady governor of a state in india?	https://en.wikipedia.org/wiki/sarojini_naidu
cluster-2546	who won the most times euro cups?	https://en.wikipedia.org/wiki/real_madrid_c.f.
cluster-2117	what is new zealands 4th largest city?	https://en.wikipedia.org/wiki/manukau_city
cluster-2772	what drug was ike turner in?	https://en.wikipedia.org/wiki/cocaine
cluster-156	who was the president of new zealand in 1951?	https://en.wikipedia.org/wiki/sidney_holland
cluster-867	what is bidens home state?	https://en.wikipedia.org/wiki/delaware
cluster-1653	what was lil boosie father name?	
cluster-2771	what are the four largest countries in the world and what continent are they located?	https://en.wikipedia.org/wiki/canada
	in which state was joe bidens born?	https://en.wikipedia.org/wiki/united_states
	what is joe biden's home state?	https://en.wikipedia.org/wiki/russia
		https://en.wikipedia.org/wiki/china
cluster-3484	what rivers flow south across iraq through a region once known as mesopotamia and into the persian gulf?	https://en.wikipedia.org/wiki/tigris%e2%80%93euphrates_river_system
cluster-511	what states do chickasaw indians live in?	https://en.wikipedia.org/wiki/tennessee
	what state is chickasaw in?	https://en.wikipedia.org/wiki/mississippi
		https://en.wikipedia.org/wiki/alabama
cluster-1838	what was theodore roosevelt's education?	https://en.wikipedia.org/wiki/harvard_university
cluster-468	president wife of the us?	https://en.wikipedia.org/wiki/melania_trump
cluster-2994	what instruments are in summertime by cody simpson?	https://en.wikipedia.org/wiki/guitar
cluster-829	what is the highest peak in st lucia?	https://en.wikipedia.org/wiki/mount_gimie
cluster-355	george h w bush children?	https://en.wikipedia.org/wiki/jeb_bush
	what are the names of george bushes children?	https://en.wikipedia.org/wiki/neil_bush
	who are george bush children?	https://en.wikipedia.org/wiki/dorothy_bush_koch
	what is george bush children names?	https://en.wikipedia.org/wiki/george_w._bush
		https://en.wikipedia.org/wiki/marvin_bush
cluster-3133	who is julianne hough?	https://en.wikipedia.org/wiki/actor
	what does julianne hough do?	https://en.wikipedia.org/wiki/singing
cluster-3957	who published war of the worlds?	https://en.wikipedia.org/wiki/h._g._wells
cluster-2151	woman chief minister in india 1980 to 1981?	https://en.wikipedia.org/wiki/anwara_taimur
cluster-1147	who was holly marie combs married to?	david w. donoho
	who is holly marie combs married to?	bryan travis smith
cluster-3074	which state has longest coast line?	https://en.wikipedia.org/wiki/alaska
cluster-1111	what prime minister led england during world war 2?	https://en.wikipedia.org/wiki/winston_churchill
cluster-2369	what was the russian dog called that went into space?	https://en.wikipedia.org/wiki/laika
cluster-1474	the longest river in trinidad and tobago?	https://en.wikipedia.org/wiki/caroni_river_(trinidad_and_tobago)
cluster-3935	what is the massachusetts stadiums?	https://en.wikipedia.org/wiki/fenway_park
		https://en.wikipedia.org/wiki/td_garden
		https://en.wikipedia.org/wiki/gillette_stadium
cluster-2978	what is the horse power of a honda civic si?	205 horsepower
cluster-2269	who are julia roberts siblings?	https://en.wikipedia.org/wiki/lisa_roberts_gillan
		https://en.wikipedia.org/wiki/eric_roberts
		nancy motes
cluster-3096	what movie did aaron carter star in?	https://en.wikipedia.org/wiki/i_want_someone_to_eat_cheese_with
		https://en.wikipedia.org/wiki/fat_albert_(film)
		https://en.wikipedia.org/wiki/supercross_(film)
cluster-1591	who inspired micheal jackson to music?	https://en.wikipedia.org/wiki/james_brown
cluster-1304	what did robert la salle explore in new france?	https://en.wikipedia.org/wiki/ren%c3%a9-robert_cavelier,_sieur_de_la_salle
cluster-525	name the other religion which observes fasts during certain festivals?	https://en.wikipedia.org/wiki/buddhism
		https://en.wikipedia.org/wiki/hinduism
		https://en.wikipedia.org/wiki/the_church_of_jesus_christ_of_latter-day_saints
cluster-2998	what was hernan cortes wife name?	catalina suárez marcaida
cluster-1751	what is he main state chickasaws lived in?	https://en.wikipedia.org/wiki/mississippi
cluster-3854	who were booker t washington wives?	https://en.wikipedia.org/wiki/fannie_smith_washington
		https://en.wikipedia.org/wiki/olivia_a._davidson
		https://en.wikipedia.org/wiki/margaret_nurray_washington
cluster-1344	what was the capital city of ancient greece?	https://en.wikipedia.org/wiki/athens
cluster-3526	what did hudson discover between 1610 and 1611?	https://en.wikipedia.org/wiki/hudson_bay
cluster-3683	the leader of britain at the end of ww1?	https://en.wikipedia.org/wiki/david_lloyd_george
cluster-3160	what is the population of liberia country in 2008?	3,673,000
cluster-238	who won the stanly cup in 1984?	https://en.wikipedia.org/wiki/edmonton_oilers
cluster-2964	what river forms the southwest border from texas?	https://en.wikipedia.org/wiki/rio_grande
cluster-3445	what are some of hans christian andersen books?	https://en.wikipedia.org/wiki/the_tinderbox
	what books did hans chrisian andersen make?	https://en.wikipedia.org/wiki/the_princess_and_the_pea
		https://en.wikipedia.org/wiki/hans_christian_andersen
		https://en.wikipedia.org/wiki/the_snow_queen
		https://en.wikipedia.org/wiki/the_steadfast_tin_soldier
		https://en.wikipedia.org/wiki/the_little_match_girl
		https://en.wikipedia.org/wiki/the_little_mermaid
		https://en.wikipedia.org/wiki/the_nightingale_(fairy_tale)
		https://en.wikipedia.org/wiki/the_wild_swans
cluster-2619	what did jessica alba name her daughter?	honor marie warren
	what is jessica albas daughters name?	haven garner warren
cluster-2411	who were rebecca cole siblings?	https://en.wikipedia.org/wiki/rebecca_cole
cluster-1032	who are mario mims parents?	
cluster-570	who accepted islam first from man?	https://en.wikipedia.org/wiki/ali
cluster-329	what is the daoism place of worship?	https://en.wikipedia.org/wiki/taoist_temple
cluster-94	sacramento is in what state?	https://en.wikipedia.org/wiki/sacramento,_california
cluster-3964	which president was to serve 2 terms that were not consecutive?	https://en.wikipedia.org/wiki/grover_cleveland
cluster-1962	when did george bush sr run for president the first time and lost?	1980
cluster-34	what is he richest country in europe?	https://en.wikipedia.org/wiki/luxembourg
cluster-898	where was captain james cook go to school?	postgate school
cluster-2000	what is the name of the first twilight book?	https://en.wikipedia.org/wiki/twilight_(meyer_novel)
cluster-1628	what was adolf's father's profession and economic status?	https://en.wikipedia.org/wiki/customs_officer
cluster-478	first capitol of the united state?	https://en.wikipedia.org/wiki/philadelphia
cluster-297	where did jannis joplin die?	https://en.wikipedia.org/wiki/los_angeles
cluster-3951	what job did sting and ozzy osbourne do?	https://en.wikipedia.org/wiki/lead_vocalist
cluster-3648	what food is eating in turkey?	https://en.wikipedia.org/wiki/manti_(dumpling)
	what state was the home of the first us capitol?	https://en.wikipedia.org/wiki/lahmajoun
	where was the first capitol of the united states?	https://de.wikipedia.org/wiki/k%c3%b6fte
	where was the first capitol of the united states located?	https://en.wikipedia.org/wiki/b%c3%b6rek
cluster-606	what place was brian johnson born in?	https://en.wikipedia.org/wiki/dunston,_lincolnshire
cluster-1137	in which country is george lopez born?	https://en.wikipedia.org/wiki/united_states
cluster-2107	who won the us presidential election of 1860?	https://en.wikipedia.org/wiki/abraham_lincoln
cluster-3163	what was the death toll of mt kilauea in 1983?	400
cluster-2742	what is the first book avi wrote?	things that sometimes happen
cluster-2749	when did edward jenner find the small pox?	1796-05-14
cluster-1221	what is the major body of water located in the western boundaries of kazakhstan and turkmenistan?	https://en.wikipedia.org/wiki/caspian_sea
cluster-2455	what years did truman served in office?	1945
cluster-1898	which school did sidney nolan go to when he was young?	brighton road state school
cluster-3032	what songs where written by ronnie dunn and kix dunn?	https://en.wikipedia.org/wiki/brooks_%26_dunn
cluster-169	which australian city is the most populous?	https://en.wikipedia.org/wiki/sydney
cluster-501	where was alfred wegener born and who raised him?	https://en.wikipedia.org/wiki/berlin
cluster-3822	who was the opponent of lincoln in the election of 1860?	https://en.wikipedia.org/wiki/stephen_a._douglas
cluster-328	when did ireland become an independent country?	1949-04-18
cluster-907	when was the first sponge bob released?	1999-05-01
cluster-2339	when did captain james cook go to antartica?	1773-01-17
cluster-2732	when did john deere marry his second wife?	1867
cluster-1772	when did david beckham get his 108th cap for england?	2009-02-11
cluster-1233	who are andre ethier's parents?	priscilla ethier
		byron ethier
cluster-3461	who is the current chairman of isro indian space research organization?	https://en.wikipedia.org/wiki/a._s._kiran_kumar
cluster-2275	who plays jacobs friends in twilight?	https://en.wikipedia.org/wiki/kristen_stewart
cluster-3609	which city in china is the most populous?	https://en.wikipedia.org/wiki/shanghai
cluster-1951	what is the river that forms part of the border between texas and oklahoma?	https://en.wikipedia.org/wiki/red_river_of_the_south
cluster-3797	what was michael jacksons second album called?	https://en.wikipedia.org/wiki/ben_(album)
cluster-2402	what is new zealand's highest mountain?	https://en.wikipedia.org/wiki/aoraki_/_mount_cook
cluster-1187	who was the 1st president from ohio?	https://en.wikipedia.org/wiki/william_henry_harrison
cluster-729	who did obama run against for campaign?	https://en.wikipedia.org/wiki/john_mccain
